student_id,date,week_num,is_weekend,is_deadline_week,sleep_hours,focus_minutes,activity_steps,stress_level,mood_score,caffeine_drinks,social_hours,goal_completion_rate,burnout_score,sleep_debt,stress_mood_ratio,productivity_index
STU_0481,2023-10-13,7,0,1,7.63,108.4,5777.0,4.0,5.2,3.3,1.33,0.5195548679343387,0.239,0.3700000000000001,0.7547169811320755,0.36994333333333335
STU_0428,2023-09-27,4,0,0,5.225,11.4,8617.0,8.9,2.4,2.7,1.52,0.3573714765013628,0.479,2.7750000000000004,3.56,0.15976833333333335
STU_0357,2023-11-21,12,0,1,6.64,86.6,11255.0,6.1,4.0,4.7,1.35,0.6530108422656796,0.398,1.3600000000000003,1.4878048780487805,0.357275
STU_0186,2023-12-01,14,0,1,4.52,70.3,7510.0,7.9,1.6,4.2,0.92,0.5366979918038932,0.507,3.4800000000000004,4.647058823529411,0.23636250000000003
STU_0360,2023-10-21,8,1,1,5.26,29.3,6622.0,7.7,3.2,3.7,1.125,0.5843671395315861,0.41,2.74,2.333333333333333,0.18781416666666667
STU_0191,2023-10-01,5,1,0,6.88,92.9,6316.0,3.6,5.6,1.4,2.67,0.7140805084447643,0.198,1.12,0.6315789473684211,0.37298416666666667
STU_0384,2023-09-26,4,0,0,6.53,45.6,5202.0,5.6,3.8,3.6,1.4,0.6096607178663918,0.385,1.4699999999999998,1.435897435897436,0.24886000000000003
STU_0330,2023-11-02,9,0,0,6.79,53.8,6747.0,5.9,4.1,3.7,1.58,0.6514757192408016,0.405,1.21,1.404761904761905,0.26900166666666664
STU_0345,2023-10-15,7,1,1,6.045,38.1,9943.0,9.6,3.4,4.3,0.44,0.3905823732008659,0.5,1.955,2.742857142857143,0.18426083333333337
STU_0319,2023-10-21,8,1,1,6.52,41.5,10007.0,7.9,2.0,3.6,0.6,0.4456562866193477,0.329,1.4800000000000004,3.761904761904762,0.23965583333333335
STU_0306,2023-10-14,7,1,1,4.96,81.2,6225.0,8.6,5.3,4.3,1.46,0.5487190807551481,0.59,3.04,1.5925925925925928,0.20958333333333334
STU_0094,2023-09-19,3,0,1,4.02,61.8,3838.0,7.5,1.8,2.6,1.2,0.5044314951891637,0.543,3.9800000000000004,3.9473684210526314,0.19054833333333332
STU_0444,2023-10-26,8,0,1,4.3,80.9,6908.5,7.9,2.9,4.2,0.0,0.5301371989797493,0.554,3.7,2.6333333333333333,0.23938416666666668
STU_0248,2023-09-27,4,0,0,6.02,66.1,7117.0,3.6,3.5,3.4,2.85,0.5233813089571789,0.374,1.9800000000000004,1.0,0.3557475
STU_0073,2023-10-08,6,1,0,6.92,24.3,4626.0,3.5,6.5,2.0,0.94,0.4759920818448325,0.2,1.08,0.5303030303030303,0.2819925
STU_0220,2023-11-17,12,0,1,4.38,69.5,6084.0,8.2,1.7,4.1,0.8,0.2509246412996937,0.503,3.62,4.555555555555555,0.20751583333333337
STU_0138,2023-10-02,5,0,0,5.71,93.0,6562.0,9.4,1.0,3.8,1.97,0.4679200018313941,0.569,2.29,8.545454545454545,0.20236833333333334
STU_0271,2023-10-30,9,0,0,6.51,45.9,4476.0,5.1,3.5,3.3499999999999996,1.3,0.5243610441871096,0.352,1.4900000000000002,1.4166666666666665,0.2544925
STU_0220,2023-11-14,11,0,0,6.45,65.1,6222.0,3.9,5.5,3.4,2.43,0.4660017935240126,0.327,1.5499999999999998,0.6964285714285715,0.3337725
STU_0055,2023-11-24,13,0,0,6.88,62.0,5207.0,4.9,3.55,3.1,3.94,0.4160696573285032,0.304,1.12,1.3424657534246576,0.28701
STU_0074,2023-11-30,13,0,0,7.46,95.1,6844.0,1.5,6.3,2.8,1.65,0.6884533508759372,0.193,0.54,0.23437500000000003,0.44531583333333336
STU_0092,2023-12-05,14,0,1,2.45,99.9,7726.0,10.0,1.0,3.4,1.12,0.5315051763899582,0.715,5.55,9.09090909090909,0.20707583333333335
STU_0148,2023-12-11,15,0,1,5.42,103.9,7100.0,3.7,5.9,2.6,1.34,0.5592602207623367,0.496,2.58,0.6166666666666667,0.39189583333333333
STU_0378,2023-12-23,17,1,0,5.22,15.0,10593.0,4.0,1.1,3.1,1.83,0.5643080574309485,0.179,2.7800000000000002,3.333333333333333,0.33686499999999997
STU_0454,2023-09-10,2,1,0,5.67,50.1,6890.0,3.3,3.9,3.1,1.94,0.4464407588568712,0.236,2.33,0.825,0.34505416666666666
STU_0237,2023-09-08,2,0,0,6.27,58.8,3601.0,9.1,1.0,4.2,0.25,0.4379299850068889,0.504,1.7300000000000004,8.272727272727272,0.13626333333333335
STU_0456,2023-10-18,7,0,1,5.33,81.9,3883.0,7.6,1.9,3.1,1.37,0.2763922626139541,0.508,2.67,3.8,0.20908583333333336
STU_0495,2023-12-01,14,0,1,7.36,114.5,6429.0,5.7,4.9,4.0,1.47,0.8492288889405677,0.416,0.6399999999999997,1.1400000000000001,0.33399083333333335
STU_0070,2023-11-19,12,1,1,4.48,68.7,6410.0,4.8,2.1,3.8,0.39,0.4967449706162309,0.443,3.5199999999999996,2.1818181818181817,0.3130291666666667
STU_0433,2023-09-26,4,0,0,6.33,54.4,8532.0,4.7,4.3,3.5,1.55,0.4516969199331351,0.394,1.67,1.0681818181818183,0.32942666666666665
STU_0223,2023-10-20,8,0,1,4.39,11.8,5460.0,10.0,1.0,4.2,0.47,0.2788957155501956,0.545,3.6100000000000003,9.09090909090909,0.08509166666666668
STU_0100,2023-11-17,12,0,1,4.83,86.5,6287.0,4.4,4.1,1.2,1.46,0.3865548545258032,0.429,3.17,1.047619047619048,0.3419308333333333
STU_0401,2023-12-21,16,0,1,6.64,89.7,6967.0,4.2,6.6,1.2,1.77,0.5381985271703349,0.388,1.3600000000000003,0.6268656716417912,0.3603308333333333
STU_0287,2023-09-17,3,1,1,4.68,42.1,7025.0,6.2,2.7,2.5,3.07,0.432898849713598,0.468,3.3200000000000003,2.214285714285714,0.2515208333333333
STU_0140,2023-10-30,9,0,0,6.34,85.0,3321.0,5.8,6.7,2.2,1.03,0.4928023556229854,0.433,1.6600000000000001,0.8529411764705882,0.25882166666666667
STU_0103,2023-10-27,9,0,0,5.35,34.2,10104.0,4.2,2.0,2.6,0.08,0.4360144083290726,0.344,2.6500000000000004,2.0,0.344345
STU_0314,2023-12-08,15,0,1,3.77,83.6,3570.0,5.0,3.3,3.2,0.22,0.6001876334549879,0.497,4.23,1.4705882352941178,0.2846833333333333
STU_0493,2023-11-24,13,0,0,7.21,25.6,6564.0,4.2,4.4,2.9,2.9,0.5773171897282818,0.149,0.79,0.9333333333333333,0.28818666666666665
STU_0494,2023-11-12,11,1,0,6.61,33.3,8104.0,4.9,6.6,3.9,2.09,0.5462848077725599,0.293,1.3899999999999997,0.7313432835820897,0.29574083333333334
STU_0475,2023-11-10,11,0,0,5.08,72.3,5853.0,7.6,1.0,3.9,1.32,0.3561424307912097,0.456,2.92,6.909090909090908,0.2253525
STU_0396,2023-10-15,7,1,1,3.59,62.3,9417.0,8.1,2.7,3.4,0.78,0.3074423547053654,0.535,4.41,2.8928571428571423,0.24745583333333335
STU_0022,2023-09-20,3,0,1,2.95,37.9,5348.0,7.2,1.0,3.2,0.76,0.2239376912928463,0.53,5.05,6.545454545454545,0.19478583333333332
STU_0404,2023-12-21,16,0,1,6.07,56.05,6907.0,6.2,1.5,2.1,1.61,0.3952384238807429,0.38,1.9299999999999997,3.875,0.26447875
STU_0438,2023-11-12,11,1,0,6.25,41.1,7500.0,5.4,3.1,2.6,1.01,0.3741502174614475,0.282,1.75,1.6875,0.2808125
STU_0194,2023-12-13,15,0,1,4.43,109.0,7735.0,3.4,5.0,3.2,0.93,0.64247564344143,0.399,3.5700000000000003,0.6666666666666667,0.414675
STU_0111,2023-12-22,17,0,0,5.1850000000000005,30.1,4497.0,9.0,1.0,5.4,1.35,0.2468811273543815,0.417,2.8149999999999995,8.181818181818182,0.12131416666666667
STU_0234,2023-10-17,7,0,1,3.77,61.7,6448.0,8.7,2.0,5.3,0.0,0.3846996794255087,0.564,4.23,4.142857142857142,0.1892441666666667
STU_0102,2023-10-24,8,0,1,2.19,100.0,8475.0,10.0,1.0,5.3,1.01,0.5267630899653166,0.738,5.8100000000000005,9.09090909090909,0.21716666666666667
STU_0139,2023-09-22,4,0,0,6.04,55.9,6531.0,3.8,2.8,2.3,1.44,0.4254233356901912,0.317,1.96,1.3103448275862069,0.33130916666666665
STU_0041,2023-12-15,16,0,1,3.87,26.5,0.0,9.4,1.0,5.0,0.78,0.4448400206057629,0.644,4.13,8.545454545454545,0.04560416666666665
STU_0061,2023-11-30,13,0,0,7.57,71.4,7225.0,5.1,4.9,3.0,0.26,0.3201032302971677,0.301,0.4299999999999997,1.02,0.31770833333333337
STU_0320,2023-10-11,6,0,0,6.19,55.6,3996.0,4.5,4.5,2.9,0.945,0.4644082319017282,0.304,1.8099999999999996,0.9782608695652175,0.27619666666666665
STU_0275,2023-11-12,11,1,0,6.84,30.9,6702.0,4.6,3.9,3.3,1.02,0.5742815427577068,0.331,1.1600000000000001,1.15,0.2835475
STU_0099,2023-10-30,9,0,0,6.13,48.2,6372.0,3.3,5.0,1.9,1.97,0.5988355630775499,0.198,1.87,0.6470588235294118,0.33616833333333335
STU_0244,2023-12-03,14,1,1,5.73,40.8,7382.0,6.5,3.0,3.6,0.77,0.354886454561,0.382,2.2699999999999996,2.096774193548387,0.24592666666666663
STU_0248,2023-10-26,8,0,1,6.26,62.1,4294.0,7.8,5.4,3.8,0.0,0.1621632122986419,0.457,1.7400000000000002,1.4181818181818182,0.18794083333333333
STU_0235,2023-11-09,10,0,0,5.005,7.0,4723.0,8.3,1.7,4.3,0.04,0.111314279204548,0.462,2.995,4.611111111111112,0.12126499999999998
STU_0053,2023-11-04,10,1,0,6.69,49.4,9461.0,5.3,3.3,3.9,2.21,0.1868129544112839,0.314,1.3099999999999996,1.5588235294117647,0.318605
STU_0279,2023-12-29,18,0,0,4.06,23.8,7735.0,4.9,2.4,4.0,0.67,0.4178642543784446,0.449,3.9400000000000004,1.9600000000000002,0.280925
STU_0469,2023-11-03,10,0,0,4.13,51.2,7975.0,5.7,2.3,5.0,0.47,0.4613105723080017,0.378,3.87,2.375,0.2886666666666666
STU_0387,2023-11-28,13,0,0,7.14,22.4,6633.0,6.9,1.6,2.6,1.2,0.4438332024210077,0.395,0.8600000000000003,4.0588235294117645,0.2047733333333333
STU_0134,2023-12-25,17,0,0,8.06,71.2,5956.0,3.5,5.1,2.2,0.97,0.6330951831029406,0.229,-0.0600000000000005,0.6730769230769231,0.34858
STU_0131,2023-11-25,13,1,0,7.87,24.1,11677.0,4.4,3.5,2.1,2.6,0.51489688893035,0.19,0.1299999999999999,1.2222222222222223,0.3487975
STU_0326,2023-10-30,9,0,0,6.16,53.5,8453.0,6.3,3.7,3.4,2.22,0.3423831306936851,0.336,1.8399999999999999,1.657894736842105,0.2794358333333333
STU_0182,2023-11-24,13,0,0,5.31,35.1,3880.0,6.4,1.4,3.7,2.18,0.6169601128716424,0.376,2.6900000000000004,4.266666666666667,0.19629583333333334
STU_0076,2023-12-24,17,1,0,6.45,36.7,6066.0,8.149999999999999,1.9,2.2,1.57,0.4586555103644952,0.247,1.5499999999999998,4.074999999999999,0.17460916666666673
STU_0423,2023-09-24,4,1,0,5.12,30.1,9904.0,5.6,3.9,1.9,1.66,0.420455485059422,0.43,2.88,1.4,0.2954075
STU_0052,2023-11-28,13,0,0,7.28,82.9,9078.0,6.2,4.5,3.3,0.74,0.509040435489872,0.255,0.7199999999999998,1.347826086956522,0.32139416666666665
STU_0203,2023-10-27,9,0,0,7.04,109.1,5754.0,2.5,6.4,2.6,1.91,0.6494009634801394,0.32,0.96,0.38461538461538464,0.4153658333333333
STU_0206,2023-11-14,11,0,0,8.22,86.5,6475.0,3.2,4.8,3.1,2.58,0.6932313455699629,0.227,-0.22000000000000064,0.653061224489796,0.3804375
STU_0154,2023-11-09,10,0,0,7.27,49.1,4794.0,5.8,3.8,2.4,1.71,0.4866544794765486,0.318,0.7300000000000004,1.4871794871794872,0.24106583333333334
STU_0464,2023-11-10,11,0,0,6.49,58.7,6636.0,6.4,4.2,3.3,1.16,0.365476711318539,0.474,1.5099999999999998,1.488372093023256,0.25762583333333333
STU_0466,2023-12-16,16,1,1,6.025,40.3,7271.0,8.1,5.1,4.0,0.0,0.4653811035232619,0.533,1.9749999999999996,1.557692307692308,0.19592583333333338
STU_0150,2023-11-30,13,0,0,7.12,71.4,4369.0,6.1,3.8,2.6,2.14,0.4408777842235105,0.447,0.8799999999999999,1.564102564102564,0.24962833333333334
STU_0047,2023-09-26,4,0,0,5.74,41.3,6421.0,5.9,3.3,2.4,1.06,0.4305896413902794,0.424,2.26,1.7352941176470589,0.2516341666666666
STU_0261,2023-10-27,9,0,0,5.285,44.2,5700.0,5.4,1.0,3.9,1.3,0.5106409274013469,0.399,2.715,4.909090909090909,0.26004166666666667
STU_0489,2023-12-16,16,1,1,6.61,53.6,8280.0,3.8,5.6,2.8,2.33,0.6689788515496405,0.366,1.3899999999999997,0.6666666666666667,0.35223333333333334
STU_0273,2023-11-24,13,0,0,4.17,65.5,4058.0,8.2,1.0,2.9,1.94,0.4521767053991984,0.601,3.83,7.454545454545453,0.17633583333333336
STU_0392,2023-10-21,8,1,1,4.06,29.0,9522.0,5.9,2.7,3.4,0.42,0.4211088203013713,0.453,3.9400000000000004,2.107142857142857,0.28016833333333335
STU_0447,2023-12-18,16,0,1,5.72,73.5,5182.0,7.9,4.1,4.0,2.13,0.2375027804634647,0.55,2.2800000000000002,1.8809523809523814,0.20865583333333332
STU_0403,2023-09-29,5,0,0,4.395,51.7,9834.0,8.5,1.0,4.0,0.0,0.4182947569462638,0.5,3.6050000000000004,7.727272727272727,0.22997416666666667
STU_0270,2023-09-06,1,0,0,6.93,103.5,5997.0,2.0,7.5,1.1,3.31,0.6900591036164931,0.243,1.0700000000000003,0.2631578947368421,0.4277725
STU_0059,2023-09-11,2,0,0,4.96,42.3,1429.0,6.8,1.0,4.0,0.62,0.487159704170812,0.459,3.04,6.181818181818181,0.15911583333333335
STU_0275,2023-12-15,16,0,1,3.97,66.8,2954.0,7.0,2.9,4.4,0.23,0.4605790698485597,0.482,4.029999999999999,2.3333333333333335,0.19897
STU_0368,2023-09-24,4,1,0,6.51,15.6,6907.0,7.8,1.0,3.5,1.92,0.3778282669202863,0.339,1.4900000000000002,7.09090909090909,0.17434333333333335
STU_0092,2023-10-03,5,0,0,5.42,50.4,7510.0,10.0,1.0,5.7,0.0,0.4875436775694007,0.587,2.58,9.09090909090909,0.15263333333333334
STU_0076,2023-10-03,5,0,0,6.45,53.3,7009.0,8.149999999999999,2.2,2.9,1.03,0.1256840370049673,0.369,1.5499999999999998,3.543478260869564,0.2044741666666667
STU_0139,2023-12-14,15,0,1,5.62,74.9,6847.0,9.7,2.0,5.1,1.01,0.5132688880801088,0.595,2.38,4.619047619047619,0.1783141666666667
STU_0309,2023-09-20,3,0,1,5.31,105.2,6856.0,5.6,3.9,2.5,0.67,0.5580929538717753,0.468,2.6900000000000004,1.4,0.3329966666666667
STU_0262,2023-10-24,8,0,1,2.79,26.8,935.0,7.4,1.9,3.9,1.8,0.3952850017028416,0.558,5.21,3.7,0.11838333333333334
STU_0360,2023-09-04,1,0,0,6.38,83.3,5087.0,6.6,2.4,4.1,1.125,0.6726092704243606,0.41,1.62,2.6399999999999997,0.25659750000000003
STU_0147,2023-09-26,4,0,0,4.46,60.4,3491.0,5.8,2.6,2.3,1.36,0.2863848333836206,0.474,3.54,2.148148148148148,0.23546333333333333
STU_0397,2023-12-29,18,0,0,6.61,106.6,7728.0,3.5,7.5,3.2,0.69,0.645167324633172,0.321,1.3899999999999997,0.46052631578947373,0.4090816666666667
STU_0092,2023-09-25,4,0,0,5.53,49.4,4525.0,7.8,1.0,3.3,1.89,0.3886247579716803,0.453,2.4699999999999998,7.09090909090909,0.17779166666666668
STU_0381,2023-09-09,2,1,0,6.45,0.0,5662.0,7.0,1.1,4.5,0.0,0.3899401121488799,0.33,1.5499999999999998,5.833333333333332,0.16549333333333335
STU_0279,2023-09-28,4,0,0,6.42,26.2,6686.0,5.8,1.4,2.9,0.41,0.3571543935080132,0.263,1.58,3.8666666666666667,0.24243833333333334
STU_0306,2023-11-20,12,0,1,6.52,108.3,3882.0,5.0,5.0,3.2,1.46,0.6443734046473106,0.471,1.4800000000000004,0.9803921568627452,0.31457250000000003
STU_0471,2023-09-29,5,0,0,6.63,50.3,4312.0,3.6,4.8,3.1,1.43,0.519132449155598,0.244,1.37,0.7346938775510206,0.30188916666666665
STU_0369,2023-11-26,13,1,0,6.38,58.7,7986.0,3.0,5.1,1.5,1.19,0.604125929469931,0.211,1.62,0.576923076923077,0.3776258333333333
STU_0473,2023-10-27,9,0,0,6.64,36.8,4788.0,7.7,1.0,2.9,1.42,0.3058575673782978,0.367,1.3600000000000003,7.0,0.17117333333333332
STU_0042,2023-10-31,9,0,0,6.19,63.4,3672.0,6.1,4.5,3.7,1.5,0.4718136081807462,0.37,1.8099999999999996,1.3260869565217392,0.23200166666666666
STU_0328,2023-10-21,8,1,1,2.45,50.6,7732.0,9.7,1.0,4.5,0.74,0.2683067415532944,0.645,5.55,8.818181818181817,0.16480166666666668
STU_0454,2023-12-10,15,1,1,5.49,10.9,8539.0,5.8,3.7,4.1,0.45,0.6272975712389492,0.384,2.51,1.526315789473684,0.25120750000000003
STU_0303,2023-11-26,13,1,0,7.89,51.9,6609.0,5.2,3.6,2.8,0.52,0.566301453219767,0.312,0.11000000000000032,1.4054054054054055,0.2861825
STU_0131,2023-09-12,2,0,0,6.28,64.0,5192.0,4.3,3.9,1.8,1.48,0.545958480799552,0.386,1.7199999999999998,1.075,0.30689333333333335
STU_0293,2023-12-26,17,0,0,6.19,38.6,7166.0,8.2,1.0,2.7,0.4,0.4698289463222748,0.378,1.8099999999999996,7.454545454545453,0.18975500000000003
STU_0029,2023-11-24,13,0,0,4.01,53.0,3499.0,8.7,1.0,4.3,0.46,0.3277925423047938,0.488,3.99,7.909090909090907,0.14086166666666672
STU_0185,2023-11-04,10,1,0,6.88,50.3,5902.0,5.5,3.5,3.1,0.79,0.3430254618118419,0.415,1.12,1.5277777777777777,0.26608916666666665
STU_0458,2023-09-15,3,0,1,5.93,61.1,4824.0,6.2,2.3,1.5,0.65,0.5709535798744855,0.36,2.0700000000000003,2.5833333333333335,0.24196583333333332
STU_0479,2023-11-07,10,0,0,5.2,35.6,6779.0,6.8,2.1,4.6,1.7,0.2627131925136939,0.396,2.8,3.0909090909090904,0.22347
STU_0293,2023-09-12,2,0,0,6.88,12.4,4087.0,7.5,2.0,3.4,0.4,0.3958438590346049,0.295,1.12,3.571428571428571,0.14240999999999998
STU_0083,2023-09-04,1,0,0,6.58,50.6,4380.0,6.0,1.3,4.6,1.73,0.5377245589868965,0.377,1.42,4.285714285714286,0.23110833333333333
STU_0035,2023-10-15,7,1,1,6.15,27.5,6831.0,6.5,4.1,3.3,2.2,0.4356841398596271,0.411,1.8499999999999996,1.547619047619048,0.22472583333333335
STU_0042,2023-09-16,3,1,1,4.73,31.8,6476.0,5.8,4.3,3.5,1.86,0.4559245381401677,0.336,3.2699999999999996,1.3181818181818183,0.2454716666666667
STU_0154,2023-09-09,2,1,0,6.029999999999999,41.5,7819.0,3.2,3.4,2.3,1.06,0.3538274354861462,0.233,1.9700000000000006,0.9142857142857144,0.35148250000000003
STU_0146,2023-09-01,1,0,0,6.34,34.1,6529.0,3.9,6.2,0.9,0.69,0.5150234747696745,0.164,1.6600000000000001,0.6190476190476191,0.3055741666666667
STU_0477,2023-09-09,2,1,0,5.64,9.2,5493.0,6.6,1.8,4.7,1.17,0.3622828178461371,0.441,2.3600000000000003,3.4736842105263155,0.18482333333333337
STU_0054,2023-10-28,9,1,0,6.81,16.0,8761.0,4.4,3.9,1.7,1.79,0.3554868517405967,0.277,1.1900000000000004,1.1,0.30147999999999997
STU_0481,2023-12-02,14,1,1,6.52,52.1,10410.0,4.3,4.9,2.9,1.03,0.5922146373689395,0.329,1.4800000000000004,0.86,0.36407083333333334
STU_0123,2023-10-13,7,0,1,3.65,80.5,4382.0,10.0,1.0,4.8,0.26,0.2950983059152191,0.64,4.35,9.09090909090909,0.14228083333333333
STU_0325,2023-12-17,16,1,1,4.66,22.5,6552.0,10.0,1.6,3.3,0.74,0.3391166019501619,0.603,3.34,5.88235294117647,0.11079750000000001
STU_0175,2023-12-22,17,0,0,6.02,63.6,7443.0,5.1,4.6,2.8,1.54,0.498878203153571,0.381,1.9800000000000004,1.0851063829787235,0.31249
STU_0232,2023-11-26,13,1,0,6.63,7.5,10283.0,8.0,1.1,4.3,1.89,0.3699119749098894,0.283,1.37,6.666666666666666,0.20491916666666665
STU_0036,2023-10-17,7,0,1,4.33,55.2,4404.0,4.9,4.8,3.0,2.09,0.4701594900089491,0.438,3.67,1.0000000000000002,0.26922
STU_0498,2023-12-26,17,0,0,5.8,62.0,3780.0,6.1,3.3,3.2,2.46,0.5051222154341463,0.389,2.2,1.7941176470588234,0.23198333333333332
STU_0138,2023-09-15,3,0,1,3.17,65.1,9045.0,10.0,1.0,4.2,1.07,0.3807597333056744,0.589,4.83,9.09090909090909,0.18841249999999998
STU_0359,2023-12-14,15,0,1,3.51,90.8,3880.0,9.3,1.0,3.4,0.61,0.6017608732275408,0.624,4.49,8.454545454545455,0.16731666666666664
STU_0311,2023-12-04,14,0,1,5.37,106.8,4675.0,4.5,5.4,2.9,2.09,0.4770166054440056,0.354,2.63,0.8181818181818182,0.33858333333333335
STU_0045,2023-10-30,9,0,0,4.61,30.6,7232.0,8.2,1.0,4.3,0.0,0.2842851220632496,0.495,3.3899999999999997,7.454545454545453,0.1823016666666667
STU_0133,2023-11-08,10,0,0,6.41,48.9,5750.0,4.7,4.2,1.7,1.12,0.5372623170062075,0.254,1.5899999999999999,1.0930232558139537,0.28660416666666666
STU_0234,2023-09-10,2,1,0,5.85,18.6,9496.0,6.5,2.1,3.7,0.77,0.481852689643769,0.383,2.1500000000000004,2.954545454545454,0.2509883333333333
STU_0266,2023-11-08,10,0,0,4.65,79.6,7884.0,5.1,5.3,3.8,1.98,0.6269851423526644,0.346,3.3499999999999996,0.9444444444444444,0.33503666666666665
STU_0336,2023-10-08,6,1,0,4.51,69.4,7978.0,9.3,1.0,5.1,1.33,0.4887203596688106,0.479,3.49,8.454545454545455,0.199665
STU_0088,2023-09-26,4,0,0,6.56,47.0,7367.0,5.8,3.6,3.3,1.14,0.4053161678315646,0.338,1.4400000000000004,1.5675675675675675,0.273185
STU_0423,2023-12-26,17,0,0,5.11,91.8,6753.0,6.0,3.8,3.8,1.21,0.5697335286794096,0.418,2.8899999999999997,1.5384615384615385,0.305665
STU_0251,2023-12-07,14,0,1,4.88,73.0,8252.0,6.4,2.4,3.5,1.1349999999999998,0.3547664911331952,0.491,3.12,2.56,0.2940683333333333
STU_0245,2023-09-26,4,0,0,5.93,68.7,7345.0,5.5,3.6,3.3,1.03,0.3007489566762095,0.425,2.0700000000000003,1.4864864864864864,0.3044958333333333
STU_0172,2023-12-17,16,1,1,5.61,58.5,6293.0,10.0,1.0,5.2,1.41,0.247536455960757,0.501,2.3899999999999997,9.09090909090909,0.14484416666666666
STU_0066,2023-09-25,4,0,0,6.76,77.8,9778.0,4.3,2.9,2.6,1.68,0.568034007942553,0.24,1.2400000000000002,1.4333333333333333,0.38241500000000006
STU_0341,2023-12-06,14,0,1,5.17,103.0,4588.0,5.0,4.2,3.9,0.97,0.5185349343622704,0.435,2.83,1.1627906976744187,0.318465
STU_0443,2023-09-07,1,0,0,6.79,43.9,5476.0,6.4,2.9,3.2,0.0,0.4274738867008101,0.343,1.21,2.1333333333333333,0.2267425
STU_0121,2023-10-16,7,0,1,4.53,94.8,1257.0,10.0,1.0,3.8,0.6,0.4786402688805008,0.683,3.4699999999999998,9.09090909090909,0.11550999999999999
STU_0385,2023-10-20,8,0,1,5.81,119.8,4776.0,3.4,5.8,2.3,0.93,0.7622820611436149,0.378,2.1900000000000004,0.576271186440678,0.38647166666666666
STU_0226,2023-10-25,8,0,1,4.13,113.1,8581.0,8.2,2.9,3.2,1.08,0.5205549124156356,0.682,3.87,2.733333333333333,0.28622583333333335
STU_0139,2023-10-11,6,0,0,6.75,81.2,6844.0,3.5,3.7,3.3,2.87,0.7447162685356219,0.276,1.25,0.9210526315789473,0.3708366666666667
STU_0015,2023-12-05,14,0,1,5.14,53.3,8783.0,5.3,2.9,3.0,1.07,0.6816454905861855,0.337,2.8600000000000003,1.7666666666666666,0.3136275
STU_0024,2023-12-13,15,0,1,6.95,42.1,4672.0,8.8,2.1,4.1,0.36,0.4367216103405281,0.417,1.0499999999999998,4.0,0.14214749999999998
STU_0189,2023-12-02,14,1,1,4.95,95.75,7745.0,6.0,4.9,3.3,1.51,0.3924903437711153,0.33,3.05,1.2,0.32300625
STU_0409,2023-09-05,1,0,0,5.82,56.0,4814.0,6.4,3.2,3.8,1.83,0.5332098223852269,0.456,2.1799999999999997,1.9393939393939394,0.23052
STU_0447,2023-11-30,13,0,0,6.32,33.9,6088.0,4.1,4.5,2.0,1.56,0.4763693367554483,0.186,1.6799999999999997,0.8913043478260869,0.29348583333333333
STU_0162,2023-12-15,16,0,1,3.6,65.8,7449.0,9.7,1.0,4.9,0.35,0.5635236356806966,0.587,4.4,8.818181818181817,0.1768616666666667
STU_0071,2023-12-13,15,0,1,3.82,61.0,2891.0,9.2,3.9,3.0,0.0,0.3914813320206329,0.563,4.18,2.3,0.12608833333333336
STU_0193,2023-10-15,7,1,1,4.83,68.9,7303.0,4.8,4.5,2.7,1.45,0.414987540377383,0.423,3.17,1.0434782608695652,0.3251441666666667
STU_0461,2023-10-13,7,0,1,2.93,96.3,5299.0,10.0,1.0,5.2,0.0,0.3731473788255731,0.744,5.07,9.09090909090909,0.17096583333333332
STU_0045,2023-11-06,10,0,0,7.04,34.2,6004.0,4.7,2.9,3.3,1.34,0.2261242087219231,0.313,0.96,1.5666666666666667,0.27467833333333336
STU_0067,2023-09-17,3,1,1,4.14,42.9,5474.0,10.0,1.0,6.3,1.72,0.4556608122651421,0.641,3.8600000000000003,9.09090909090909,0.11767416666666666
STU_0187,2023-09-14,2,0,0,4.97,35.1,6202.0,7.2,1.0,5.1,1.72,0.4991062715308808,0.408,3.0300000000000002,6.545454545454545,0.20325583333333336
STU_0259,2023-09-11,2,0,0,6.31,92.8,5605.0,4.9,5.3,0.4,0.27,0.5963590484517225,0.34,1.6900000000000004,0.9074074074074076,0.3244
STU_0174,2023-10-30,9,0,0,4.78,44.8,9822.0,4.3,4.3,3.7,2.25,0.3545939956662167,0.362,3.2199999999999998,0.9772727272727274,0.3486266666666667
STU_0085,2023-12-20,16,0,1,5.95,78.0,5839.0,10.0,2.3,4.5,0.0,0.3736774969836323,0.583,2.05,4.166666666666667,0.15910333333333332
STU_0091,2023-11-06,10,0,0,7.71,92.1,4411.0,4.9,4.8,3.3,1.37,0.5364576893518184,0.167,0.29000000000000004,1.0000000000000002,0.3077508333333333
STU_0072,2023-12-28,17,0,0,7.24,84.8,7064.0,3.4,7.0,2.7,1.64,0.5208361792232483,0.278,0.7599999999999998,0.47887323943661975,0.38052
STU_0339,2023-11-20,12,0,1,4.3,55.2,4131.0,8.5,2.5,3.5,0.0,0.3505126350730927,0.565,3.7,3.269230769230769,0.15758
STU_0100,2023-10-16,7,0,1,5.54,99.4,4738.0,4.7,5.0,2.7,1.61,0.5647921518986749,0.49,2.46,0.9215686274509804,0.325715
STU_0222,2023-11-05,10,1,0,6.56,36.0,11071.0,5.1,4.0,2.3,0.0,0.3777801380466594,0.332,1.4400000000000004,1.2439024390243902,0.33211333333333337
