student_id,profile,date,week_num,is_weekend,is_deadline_week,sleep_hours,focus_minutes,activity_steps,stress_level,mood_score,caffeine_drinks,social_hours,goal_completion_rate,burnout_score
STU_0164,struggling,2023-10-12,6,0,0,7.61,6.0,4342.0,5.8,2.2,3.9,0.89,0.29429891877926595,0.185
STU_0304,struggling,2023-09-15,3,0,1,4.62,51.5,8524.0,9.9,1.4,4.5,0.88,0.23838327767148323,0.653
STU_0352,high_performer,2023-09-25,4,0,0,5.84,111.6,7808.0,2.3,5.8,1.9,0.0,0.5019069299595206,0.294
STU_0074,high_performer,2023-09-14,2,0,0,7.29,74.8,5683.0,3.1,5.5,2.0,2.46,0.7405602486090251,0.185
STU_0044,average,2023-10-16,7,0,1,4.62,67.4,6442.0,10.0,3.4,5.6,0.0,0.25952025077738483,0.571
STU_0134,high_performer,2023-10-01,5,1,0,,59.4,,4.1,7.1,2.5,1.92,0.4509854351832119,0.352
STU_0174,average,2023-10-05,5,0,0,6.19,38.6,,5.4,5.0,2.9,0.53,0.5687770121241401,0.274
STU_0440,average,2023-09-14,2,0,0,5.99,63.7,7761.0,3.6,3.5,2.2,0.99,0.5507457874736356,0.328
STU_0335,struggling,2023-12-07,14,0,1,4.56,57.5,5510.0,9.5,1.0,4.8,1.36,0.339722575335748,0.622
STU_0041,struggling,2023-09-03,1,1,0,6.81,4.5,6067.0,4.4,1.0,2.4,1.41,0.40929145919863075,0.283
STU_0220,average,2023-12-25,17,0,0,6.43,48.3,,4.9,5.8,3.1,,0.4741753797551649,0.287
STU_0042,average,2023-09-11,2,0,0,,68.2,,5.5,4.4,2.5,1.38,0.4607206816557643,0.321
STU_0080,average,2023-10-10,6,0,0,6.39,32.4,6801.0,4.5,5.7,1.6,1.5,0.2711770422196544,0.332
STU_0183,average,2023-11-04,10,1,0,,22.2,7099.0,6.3,2.9,3.8,1.65,0.40460028639586126,0.29
STU_0099,average,2023-12-06,14,0,1,4.28,80.5,6565.0,9.2,,4.4,0.39,0.48074001874103683,0.621
STU_0123,burnout_risk,2023-10-16,7,0,1,4.61,81.1,8350.0,10.0,,5.9,0.31,0.5975009526241131,0.563
STU_0144,average,2023-10-24,8,0,1,4.39,92.7,5468.0,6.6,1.6,3.0,0.36,0.5406875885947439,0.53
STU_0149,average,2023-11-10,11,0,0,6.99,23.4,5369.0,3.0,4.0,3.3,1.86,0.4922762462000016,0.25
STU_0018,average,2023-09-13,2,0,0,6.0,,9403.0,5.8,5.1,2.5,1.0,0.3508226529314792,0.341
STU_0225,struggling,2023-10-12,6,0,0,6.84,59.5,8080.0,7.9,,3.6,1.57,0.5900572192113318,0.395
STU_0089,struggling,2023-11-24,13,0,0,6.52,20.1,7525.0,6.6,1.7,2.0,1.47,0.4670869723554776,0.308
STU_0087,burnout_risk,2023-12-03,14,1,1,2.88,49.9,10644.0,9.1,1.0,3.7,1.5,0.2232553151722193,0.615
STU_0358,average,2023-10-27,9,0,0,5.92,54.9,7943.0,4.1,3.3,2.0,0.22,0.7956194687257504,0.299
STU_0151,average,2023-12-12,15,0,1,4.62,56.0,8640.0,7.7,5.1,4.2,0.9,0.6436641139748315,0.508
STU_0410,struggling,2023-09-22,4,0,0,5.64,37.7,,6.7,,3.3,0.89,0.5976038101842821,0.441
STU_0232,struggling,2023-10-22,8,1,1,2.6,0.0,9036.0,9.4,1.0,4.9,0.32,0.2621899046750669,0.563
STU_0231,high_performer,2023-11-03,10,0,0,,90.1,,2.7,7.9,1.2,1.55,0.43551679612775773,0.267
STU_0155,average,2023-11-13,11,0,0,5.53,47.4,3271.0,2.0,4.7,1.9,1.7,0.5505939367535194,0.256
STU_0152,struggling,2023-12-18,16,0,1,5.15,,2179.0,7.5,2.3,3.6,0.0,0.5736803584237283,0.41
STU_0244,average,2023-11-10,11,0,0,6.76,41.1,5362.0,3.2,5.3,2.0,0.78,0.5657113638235158,0.364
STU_0240,average,2023-12-13,15,0,1,4.53,64.6,6237.0,6.6,4.9,4.2,1.09,0.41126514086672045,0.543
STU_0302,high_performer,2023-11-11,11,1,0,5.77,39.0,9080.0,4.5,4.2,2.8,0.63,0.5199123631134421,0.313
STU_0395,average,2023-09-29,5,0,0,6.62,51.2,5610.0,6.2,4.9,3.9,0.77,0.3895167062111405,0.309
STU_0368,struggling,2023-10-01,5,1,0,6.44,11.2,6178.0,8.3,1.0,4.7,0.0,0.35911070114935034,0.489
STU_0026,high_performer,2023-10-14,7,1,1,6.71,87.6,12411.0,7.5,3.6,3.3,0.92,0.6148274632911644,0.468
STU_0123,burnout_risk,2023-10-19,7,0,1,3.61,73.1,8349.0,10.0,1.0,4.3,1.13,0.4389762320077505,0.674
STU_0408,struggling,2023-12-27,17,0,0,7.24,57.9,9092.0,7.3,1.0,3.0,0.67,0.37245563005328286,0.423
STU_0210,high_performer,2023-11-18,12,1,1,5.44,70.5,4842.0,5.8,5.0,3.4,1.33,0.48404037533466915,0.423
STU_0002,average,2023-12-02,14,1,1,,62.3,4149.0,7.2,3.8,3.4,,0.5741600840815462,0.465
STU_0455,average,2023-11-26,13,1,0,6.36,41.6,6294.0,4.8,4.3,,0.0,0.5585269426645227,0.349
STU_0009,burnout_risk,2023-09-17,3,1,1,3.97,45.9,7907.0,10.0,1.0,3.8,0.62,0.601636561217375,0.623
STU_0361,struggling,2023-09-11,2,0,0,7.79,21.9,5994.0,7.1,1.5,3.5,2.52,0.3065083393181975,0.343
STU_0020,average,2023-11-24,13,0,0,8.1,67.1,9999.0,5.8,2.2,4.4,0.6,0.47456475657156016,0.311
STU_0380,burnout_risk,2023-10-15,7,1,1,2.45,52.7,7339.0,9.7,1.0,5.6,1.32,0.31631192003303454,0.66
STU_0224,high_performer,2023-10-10,6,0,0,5.96,100.7,7253.0,3.4,5.9,3.2,1.57,0.7850023392050807,0.34
STU_0318,average,2023-09-15,3,0,1,4.83,77.3,2752.0,6.1,3.5,3.1,0.0,0.42496140289336165,0.489
STU_0491,struggling,2023-12-04,14,0,1,2.85,45.3,4079.0,7.6,1.0,3.1,0.43,0.5800482447123789,0.55
STU_0158,struggling,2023-10-13,7,0,1,5.64,40.2,6335.0,8.3,3.9,3.6,0.79,0.4244348384576398,0.413
STU_0494,average,2023-12-24,17,1,0,6.24,40.2,3381.0,6.8,3.7,4.3,0.58,0.5341433319483376,0.421
STU_0173,struggling,2023-11-12,11,1,0,4.46,24.9,7618.0,9.0,1.0,4.2,0.68,0.38405360027391294,0.445
STU_0162,struggling,2023-12-05,14,0,1,4.23,51.7,2844.0,9.0,1.0,4.3,0.12,0.22665451195977138,0.611
STU_0406,high_performer,2023-11-25,13,1,0,8.02,,7457.0,3.1,,0.5,0.7,0.5723661767275563,0.198
STU_0250,burnout_risk,2023-11-02,9,0,0,4.07,65.2,6624.0,9.0,1.0,3.8,1.11,0.2306505450381978,0.52
STU_0496,struggling,2023-10-28,9,1,0,6.44,0.0,9453.0,6.6,1.0,3.8,0.4,0.17745647747402313,0.286
STU_0467,average,2023-09-04,1,0,0,7.77,46.3,2818.0,4.9,5.8,2.1,,0.5093318865317732,0.285
STU_0354,high_performer,2023-10-09,6,0,0,7.51,,4878.0,3.2,4.0,3.3,0.74,0.5969755480596323,0.323
STU_0471,average,2023-09-12,2,0,0,5.31,49.1,9368.0,4.2,3.3,2.3,1.06,0.47139050076142797,0.352
STU_0307,average,2023-10-10,6,0,0,6.53,52.1,7041.0,5.2,5.7,2.4,2.88,0.46916667616804314,0.381
STU_0036,average,2023-12-22,17,0,0,6.77,50.1,,4.9,3.2,3.4,0.63,0.2927294829228456,0.287
STU_0103,struggling,2023-10-19,7,0,1,5.01,35.3,3886.0,9.8,1.0,5.6,0.0,0.2812654988387324,0.586
STU_0155,average,2023-09-22,4,0,0,6.0,75.5,5808.0,5.1,4.1,2.4,1.11,0.5073501703116295,0.332
STU_0101,average,2023-10-25,8,0,1,4.18,77.7,,8.7,1.0,4.6,1.98,0.353613374588732,0.533
STU_0209,high_performer,2023-12-26,17,0,0,7.35,89.2,6982.0,2.1,6.1,1.2,,0.5902973643979186,0.197
STU_0208,average,2023-11-12,11,1,0,6.31,19.5,,,1.9,5.0,1.21,0.12703574712253274,0.368
STU_0073,average,2023-12-21,16,0,1,5.05,77.5,1978.0,7.6,3.6,3.9,0.89,0.4489707688213002,0.439
STU_0024,average,2023-11-07,10,0,0,6.72,24.4,7636.0,4.7,3.0,2.9,1.27,0.419956787672554,0.32
STU_0439,average,2023-09-10,2,1,0,5.66,39.3,,4.0,4.4,3.4,1.64,0.512418749430083,0.372
STU_0481,high_performer,2023-09-26,4,0,0,,102.5,8498.0,4.7,6.0,4.3,1.89,0.5835346633467254,0.298
STU_0005,high_performer,2023-10-21,8,1,1,7.68,55.1,9247.0,5.3,4.8,3.8,2.49,0.44600485669909473,0.333
STU_0130,high_performer,2023-10-09,6,0,0,7.7,93.0,7486.0,2.2,5.3,1.7,3.3,0.617593012794562,0.211
STU_0468,high_performer,2023-11-24,13,0,0,,73.8,5332.0,1.9,,0.8,2.07,0.550265407460864,0.07
STU_0480,high_performer,2023-11-17,12,0,1,5.91,97.5,8239.0,5.5,5.2,2.9,1.04,0.745526223305857,0.498
STU_0046,burnout_risk,2023-10-15,7,1,1,5.3,42.7,6980.0,10.0,1.0,5.9,0.59,0.4131878303036889,0.618
STU_0011,high_performer,2023-12-14,15,0,1,6.37,117.1,6365.0,6.8,4.4,4.5,0.78,0.44195227411753124,0.44
STU_0037,average,2023-10-11,6,0,0,,55.0,5759.0,7.3,2.6,3.7,0.0,0.5250409454416978,0.457
STU_0412,average,2023-12-06,14,0,1,,59.4,5698.0,8.4,1.5,4.8,0.72,0.6038698610570297,0.638
STU_0178,average,2023-09-18,3,0,1,5.64,70.1,8677.0,7.8,1.4,3.8,1.39,0.40189769229014616,0.461
STU_0116,struggling,2023-11-10,11,0,0,4.9,,5601.0,6.4,1.0,2.9,0.94,0.37565746648576004,0.41
STU_0386,average,2023-09-02,1,1,0,5.46,48.3,10258.0,4.4,3.6,1.5,1.64,0.6341251523642054,0.409
STU_0148,high_performer,2023-12-07,14,0,1,6.32,119.5,9551.0,,3.9,5.0,0.31,0.6027670856340612,0.534
STU_0305,average,2023-10-13,7,0,1,5.44,63.5,4855.0,7.8,3.5,3.3,0.0,0.35247650097703764,0.471
STU_0096,burnout_risk,2023-12-05,14,0,1,2.84,78.3,5077.0,10.0,1.0,4.1,0.22,0.4806132658515984,0.68
STU_0357,high_performer,2023-12-11,15,0,1,4.54,117.0,6708.0,3.7,6.4,2.7,0.73,0.6096315454821468,0.463
STU_0108,average,2023-09-29,5,0,0,5.56,44.2,8533.0,7.0,3.5,3.6,1.29,0.312711289555815,0.456
STU_0369,high_performer,2023-12-09,15,1,1,5.69,90.9,4326.0,6.8,4.1,2.8,1.02,0.4380726627718246,0.444
STU_0253,average,2023-12-25,17,0,0,6.69,35.7,7064.0,3.7,3.8,1.3,2.65,0.478603132994902,0.232
STU_0416,struggling,2023-11-07,10,0,0,6.06,10.9,,7.1,,3.7,0.72,0.34166854078305164,0.365
STU_0413,struggling,2023-11-10,11,0,0,6.45,54.0,7442.0,8.1,1.0,2.6,0.0,0.3857418775321306,0.394
STU_0150,average,2023-10-27,9,0,0,5.73,45.6,6785.0,8.1,2.8,4.5,1.27,0.38374650912071084,0.418
STU_0029,burnout_risk,2023-12-03,14,1,1,3.25,54.6,9455.0,10.0,1.0,5.6,0.03,0.36341025963902757,0.607
STU_0185,average,2023-09-14,2,0,0,7.07,71.5,6152.0,7.4,3.6,4.0,0.87,0.43707161924592836,0.432
STU_0065,high_performer,2023-12-03,14,1,1,5.48,46.1,7258.0,4.4,5.9,3.0,1.29,0.28051344315120574,0.369
STU_0348,struggling,2023-12-26,17,0,0,4.89,18.2,,5.7,1.0,3.3,2.38,0.4510948301424282,0.431
STU_0454,average,2023-12-08,15,0,1,5.19,50.7,6474.0,6.9,3.5,2.4,2.14,0.4464244705047996,0.425
STU_0392,average,2023-09-19,3,0,1,5.37,63.9,7505.0,6.1,3.4,3.0,0.42,0.5645954812078893,0.45
STU_0073,average,2023-12-01,14,0,1,5.27,42.2,4691.0,8.3,1.0,4.2,0.36,0.31114578183780056,0.515
STU_0334,struggling,2023-11-02,9,0,0,5.77,25.8,6200.0,8.3,1.8,4.4,2.36,0.4956847674404989,0.483
STU_0304,struggling,2023-10-01,5,1,0,5.88,22.8,10650.0,6.7,1.8,,0.55,0.493831917836602,0.36
STU_0110,average,2023-10-24,8,0,1,3.56,84.7,6481.0,7.5,3.6,3.5,0.04,0.41038323668478416,0.557
STU_0064,high_performer,2023-10-09,6,0,0,9.27,92.2,3024.0,3.7,7.5,1.3,2.6,0.729405389726658,0.168
STU_0348,struggling,2023-12-03,14,1,1,5.18,40.1,6884.0,9.7,1.0,4.0,1.4,0.30026687290406634,0.476
STU_0042,average,2023-11-11,11,1,0,6.55,43.1,6983.0,4.3,,2.1,0.89,0.5088425141602357,0.279
STU_0023,struggling,2023-12-10,15,1,1,4.35,0.0,6403.0,9.9,1.3,,0.44,0.340494162442063,0.554
STU_0236,average,2023-11-11,11,1,0,,42.0,9331.0,5.9,3.8,4.6,1.12,0.5509762632486791,0.229
STU_0062,average,2023-12-19,16,0,1,6.08,77.4,,9.3,1.3,3.5,1.88,0.6008051786510822,0.574
STU_0255,burnout_risk,2023-11-25,13,1,0,4.95,59.7,6809.0,7.3,,3.4,0.0,0.38302676554396387,0.425
STU_0427,average,2023-12-11,15,0,1,4.21,54.5,,9.7,4.2,5.5,0.52,0.2346716195741893,0.515
STU_0006,average,2023-10-29,9,1,0,5.63,,9648.0,4.2,5.2,2.0,1.35,0.43117682954060066,0.266
STU_0286,struggling,2023-12-07,14,0,1,4.14,53.0,7051.0,9.3,1.0,5.2,0.22,0.3802779949975328,0.591
STU_0117,average,2023-11-06,10,0,0,5.9,57.2,4769.0,4.9,,3.3,0.73,0.49505638340276586,0.366
STU_0009,burnout_risk,2023-09-25,4,0,0,6.42,51.9,4490.0,7.9,1.0,4.1,2.15,0.3945776351933991,0.522
STU_0097,burnout_risk,2023-11-03,10,0,0,4.12,,5633.0,9.9,1.0,4.6,1.68,0.47136659931439306,0.592
STU_0314,average,2023-09-23,4,1,0,7.75,27.2,8062.0,6.7,4.5,2.5,1.32,0.3698653955652486,0.392
STU_0136,high_performer,2023-12-24,17,1,0,7.38,56.4,5785.0,5.6,,,0.77,0.2837323879369871,0.312
STU_0404,average,2023-11-01,9,0,0,7.17,62.7,9334.0,6.7,3.3,3.1,1.85,0.48547278919271614,0.361
STU_0375,burnout_risk,2023-10-19,7,0,1,3.64,81.4,5850.0,94.0,,4.8,0.0,0.36834956420487525,0.643
STU_0351,average,2023-09-26,4,0,0,5.3,41.7,6277.0,3.9,4.5,1.8,1.62,0.42398737428180816,0.317
STU_0229,average,2023-10-16,7,0,1,4.71,84.2,7510.0,9.7,1.0,5.3,2.21,0.4519531611282743,0.61
STU_0196,average,2023-11-26,13,1,0,6.11,35.4,7496.0,5.4,5.2,4.6,2.34,0.4339687180052036,0.379
STU_0306,high_performer,2023-10-31,9,0,0,7.75,70.4,,3.5,4.3,1.0,1.46,0.7487129254122677,0.22
STU_0084,average,2023-11-08,10,0,0,6.76,60.6,8474.0,4.8,3.9,2.3,0.15,0.5515155784420862,0.283
STU_0252,burnout_risk,2023-12-13,15,0,1,2.0,83.8,3138.0,10.0,1.0,3.9,0.53,0.18140044272059502,0.703
STU_0246,average,2023-10-22,8,1,1,5.34,14.6,11976.0,8.0,2.6,4.3,0.0,0.32693822701645886,0.477
STU_0256,burnout_risk,2023-09-13,2,0,0,6.18,80.4,3120.0,9.3,1.0,3.8,1.13,0.6023135911026599,0.498
STU_0221,burnout_risk,2023-09-15,3,0,1,5.08,98.3,3934.0,9.0,1.0,4.2,0.64,0.48091244410496947,0.623
STU_0429,average,2023-11-15,11,0,0,6.6,37.2,7102.0,2.0,5.5,,4.01,0.7258984069517885,0.149
STU_0068,average,2023-12-09,15,1,1,4.39,56.4,7005.0,7.5,,5.2,0.55,0.4435880072711562,0.597
STU_0152,struggling,2023-09-14,2,0,0,6.49,28.2,6594.0,6.5,,4.7,1.46,0.40574353899468657,0.411
STU_0450,average,2023-09-28,4,0,0,7.66,34.2,774.0,5.5,2.3,3.8,2.32,0.3593630378308012,0.319
STU_0113,average,2023-10-13,7,0,1,5.16,74.7,9469.0,7.1,,5.9,0.0,0.5049774001336556,0.503
STU_0250,burnout_risk,2023-12-01,14,0,1,3.38,86.0,4417.0,10.0,1.0,4.8,1.06,0.35808438354366395,0.719
STU_0417,average,2023-12-16,16,1,1,5.26,42.2,6607.0,6.8,3.2,4.3,0.0,0.5177015372088412,0.45
STU_0308,struggling,2023-10-24,8,0,1,4.24,37.8,7257.0,9.8,1.5,5.5,0.57,0.3689535689089175,0.576
STU_0009,burnout_risk,2023-11-16,11,0,0,4.17,71.9,7946.0,,1.0,3.4,1.1,0.3141111537331931,0.581
STU_0377,average,2023-11-06,10,0,0,6.16,55.0,3801.0,5.3,3.6,4.0,2.13,0.6541511605611955,0.347
STU_0489,high_performer,2023-09-20,3,0,1,5.93,100.9,9057.0,5.4,3.9,1.4,0.73,0.39616750223464603,0.412
STU_0280,average,2023-09-01,1,0,0,6.89,65.4,6190.0,3.7,5.3,2.0,0.0,0.4038317626744525,0.187
STU_0074,high_performer,2023-11-27,13,0,0,7.7,72.7,5504.0,3.3,4.1,2.3,1.76,0.594932748868763,0.205
STU_0241,average,2023-10-02,5,0,0,6.63,46.5,4709.0,6.4,3.5,3.3,1.01,0.5283118478844208,0.38
STU_0308,struggling,2023-11-19,12,1,1,4.91,30.6,,8.9,1.0,3.0,1.44,0.3723078612314223,0.522
STU_0395,average,2023-10-03,5,0,0,5.14,40.1,3165.0,5.6,4.6,2.3,0.78,0.4475219331801811,0.417
STU_0151,average,2023-12-26,17,0,0,6.57,53.9,5208.0,5.0,3.4,1.9,2.44,0.5556541379473794,0.345
STU_0376,struggling,2023-10-06,6,0,0,6.12,9.5,5228.0,,2.6,3.0,0.6,0.5214900679096467,0.333
STU_0331,struggling,2023-11-08,10,0,0,3.24,32.8,5465.0,8.3,1.0,3.3,1.01,0.17679248675493503,0.538
STU_0141,struggling,2023-12-12,15,0,1,4.71,44.8,4959.0,7.8,1.0,4.9,1.37,0.5828896227773963,0.496
STU_0302,high_performer,2023-11-17,12,0,1,5.24,102.7,6971.0,5.8,3.8,3.3,0.62,0.664791412779626,0.426
STU_0293,struggling,2023-09-13,2,0,0,6.58,31.2,5659.0,3.7,,1.1,1.5,0.5305934691593155,0.298
STU_0050,average,2023-09-02,1,1,0,7.0,33.5,5684.0,5.6,3.8,3.7,0.75,0.3324477003842639,0.31
STU_0400,average,2023-11-17,12,0,1,5.27,68.1,5164.0,7.8,1.0,,0.61,0.464766225553366,0.567
STU_0114,high_performer,2023-11-10,11,0,0,7.32,,5122.0,2.4,4.4,4.6,1.8,0.5109742001935718,0.274
STU_0260,struggling,2023-09-17,3,1,1,4.81,32.0,,10.0,1.0,,0.54,0.33356801589449686,0.597
STU_0472,struggling,2023-10-29,9,1,0,3.8,21.3,9314.0,7.0,1.0,3.6,0.44,0.5292009893953783,0.47
STU_0500,burnout_risk,2023-09-22,4,0,0,5.42,61.5,5584.0,9.1,1.0,5.6,,0.48041804409956584,0.539
STU_0220,average,2023-10-08,6,1,0,6.73,19.2,8178.0,4.6,3.1,0.7,1.14,0.40761006134637207,0.279
STU_0299,average,2023-09-18,3,0,1,4.22,85.0,4887.0,9.7,1.1,6.1,0.06,0.4814238060537376,0.607
STU_0038,struggling,2023-11-02,9,0,0,5.12,41.0,8889.0,10.0,1.0,4.5,0.21,0.3722663288883485,0.625
STU_0417,average,2023-10-30,9,0,0,7.0,37.6,10378.0,6.9,4.0,4.5,0.11,0.45506228620997635,0.282
STU_0127,struggling,2023-11-23,12,0,1,3.3,42.2,6930.0,8.1,1.8,3.2,0.0,0.2921784019282624,0.584
STU_0157,burnout_risk,2023-09-23,4,1,0,5.15,42.9,5680.0,7.8,1.0,5.5,1.16,0.24784097614142797,0.42
STU_0336,burnout_risk,2023-12-25,17,0,0,6.05,94.4,8173.0,8.0,1.0,4.6,0.18,0.4977000936813895,0.543
STU_0127,struggling,2023-09-23,4,1,0,6.74,5.9,8325.0,7.3,1.9,,0.67,0.355286733157823,0.324
STU_0291,struggling,2023-09-06,1,0,0,,65.5,6237.0,7.0,1.0,3.0,1.54,0.30321544802209754,0.485
STU_0073,average,2023-12-05,14,0,1,5.1,55.0,,7.0,3.1,3.1,1.41,0.606327273768226,0.523
STU_0076,struggling,2023-12-15,16,0,1,4.74,27.3,3736.0,9.0,1.0,3.0,,0.26550821699027677,0.496
STU_0385,high_performer,2023-12-28,17,0,0,7.02,68.9,5558.0,5.0,4.3,2.9,,0.4720908378511686,0.4
STU_0095,average,2023-09-01,1,0,0,5.23,72.6,4098.0,5.8,5.1,4.6,,0.5424206582924858,0.344
STU_0004,high_performer,2023-11-26,13,1,0,7.62,53.7,9088.0,2.6,6.3,3.1,1.74,0.6035053860203237,0.143
STU_0287,high_performer,2023-11-09,10,0,0,6.08,97.1,7743.0,1.1,7.5,2.4,2.76,0.46414985588854907,0.164
STU_0392,average,2023-12-03,14,1,1,4.58,52.9,7651.0,8.6,2.3,3.7,1.26,0.3211513649313111,0.561
STU_0078,struggling,2023-12-18,16,0,1,4.45,42.2,7090.0,8.7,2.4,3.8,0.76,0.36043300144473267,0.543
STU_0159,average,2023-10-07,6,1,0,7.51,31.4,10644.0,,3.2,3.6,0.22,0.5110054983896167,0.259
STU_0108,average,2023-10-31,9,0,0,6.83,36.4,6899.0,4.6,4.7,2.5,,0.6090286986083617,0.249
STU_0019,average,2023-11-21,12,0,1,4.74,104.6,4172.0,9.1,2.9,4.2,1.42,0.348647341403472,0.664
STU_0417,average,2023-09-09,2,1,0,5.58,25.4,9751.0,4.5,4.3,2.2,1.2,0.5176253656691276,0.333
STU_0063,average,2023-09-12,2,0,0,6.53,48.9,4342.0,4.7,5.2,4.6,,0.3705971435855746,0.3
STU_0067,burnout_risk,2023-11-17,12,0,1,4.07,83.0,6020.0,10.0,1.0,4.0,0.96,0.19564795861273854,0.642
STU_0230,struggling,2023-10-15,7,1,1,4.0,0.0,5745.0,10.0,1.3,4.7,0.15,0.5024857230464881,0.507
STU_0106,average,2023-11-04,10,1,0,5.67,35.9,6444.0,6.3,2.9,3.6,2.07,0.6724219510229732,0.44
STU_0442,burnout_risk,2023-10-08,6,1,0,4.35,13.6,9724.0,7.2,1.0,2.5,0.0,0.40927843083808735,0.45
STU_0402,average,2023-10-01,5,1,0,6.19,53.1,7184.0,3.5,4.3,1.9,1.87,0.4205694894730658,0.227
STU_0055,average,2023-11-13,11,0,0,6.06,55.4,7444.0,3.9,4.6,3.4,0.45,0.606121213850374,0.192
STU_0475,burnout_risk,2023-09-26,4,0,0,4.95,63.6,4241.0,7.6,1.0,1.7,0.0,0.37472435656583625,0.473
STU_0473,struggling,2023-11-07,10,0,0,5.65,25.9,9307.0,7.1,2.3,4.7,1.03,0.37409861368243824,0.443
STU_0485,average,2023-10-16,7,0,1,,,7997.0,7.1,3.6,3.6,,0.6293235122792711,0.646
STU_0081,average,2023-09-11,2,0,0,5.66,55.6,6776.0,8.0,3.1,4.4,0.0,0.38411092833829236,0.4
STU_0001,burnout_risk,2023-11-13,11,0,0,4.57,74.0,7268.0,9.5,1.0,4.4,0.03,0.5000272465675992,0.572
STU_0018,average,2023-11-19,12,1,1,4.32,47.5,9767.0,6.5,2.8,4.1,0.64,0.48090874899560443,0.413
STU_0310,struggling,2023-10-03,5,0,0,5.52,58.7,3549.0,6.3,3.3,2.8,0.81,0.408600214364864,0.336
STU_0007,high_performer,2023-10-01,5,1,0,6.92,71.3,5931.0,1.7,5.2,2.8,0.69,0.5497628554731906,0.128
STU_0106,average,2023-12-16,16,1,1,3.8,27.2,8682.0,8.0,3.7,3.1,0.0,0.4688477788498897,0.482
STU_0338,average,2023-12-16,16,1,1,5.28,,7620.0,6.0,3.5,3.0,0.96,0.3895064780234396,0.426
STU_0310,struggling,2023-10-30,9,0,0,4.73,39.4,5915.0,6.5,1.0,4.1,0.75,0.42036020029876686,0.345
STU_0125,struggling,2023-10-23,8,0,1,5.17,72.5,7263.0,6.9,1.0,3.9,0.81,0.6630395872979684,0.451
STU_0229,average,2023-12-03,14,1,1,5.83,39.4,9061.0,7.6,,3.9,0.86,0.5390064591113733,0.485
STU_0440,average,2023-11-23,12,0,1,4.32,77.5,6105.0,7.3,2.3,3.5,1.94,0.7222943073851467,0.527
STU_0128,average,2023-09-07,1,0,0,5.35,36.5,5836.0,5.3,2.9,3.5,,0.40720651750303827,0.303
STU_0072,high_performer,2023-12-11,15,0,1,6.06,100.5,5683.0,7.4,4.4,4.3,0.0,0.4415094425900713,0.432
STU_0414,burnout_risk,2023-10-26,8,0,1,2.06,88.4,6719.0,10.0,,3.1,0.89,0.5264222230248934,0.722
STU_0269,high_performer,2023-12-08,15,0,1,6.36,78.3,5955.0,6.3,5.1,2.8,0.3,0.5391352976317642,0.411
STU_0199,average,2023-09-20,3,0,1,5.74,90.5,154.0,7.4,3.9,4.1,0.14,0.599635169469052,0.512
STU_0354,high_performer,2023-09-25,4,0,0,7.03,89.9,3562.0,2.8,7.0,2.6,2.5,0.7204858341098728,0.238
STU_0042,average,2023-12-02,14,1,1,4.37,45.2,9579.0,,3.7,2.7,0.85,0.5038127411179842,0.545
STU_0259,high_performer,2023-11-22,12,0,1,5.37,71.6,2163.0,6.9,3.7,3.8,0.54,0.5322354016205305,0.365
STU_0474,burnout_risk,2023-11-20,12,0,1,3.54,73.3,5100.0,10.0,1.0,4.7,1.33,0.42836961707041693,0.577
STU_0463,average,2023-09-09,2,1,0,6.64,9.3,9110.0,2.3,4.6,1.3,1.29,0.5583572907481883,0.173
STU_0007,high_performer,2023-12-20,16,0,1,6.28,84.4,2943.0,7.5,5.6,,1.37,0.4819317223455608,0.445
STU_0154,average,2023-10-09,6,0,0,6.64,58.4,7850.0,5.3,4.1,3.1,1.34,0.47755461247112563,0.354
STU_0114,high_performer,2023-12-29,18,0,0,7.21,,6731.0,3.2,,2.5,3.63,0.6320250733802925,0.32
STU_0432,average,2023-10-30,9,0,0,8.66,,9288.0,4.5,4.0,2.5,0.0,0.34052686073268773,0.283
STU_0090,struggling,2023-11-13,11,0,0,,42.9,6464.0,8.3,,4.6,1.03,0.40357409023474144,0.563
STU_0229,average,2023-11-05,10,1,0,5.24,8.6,6318.0,4.3,4.2,2.8,0.45,0.49394420816285206,0.264
STU_0307,average,2023-12-29,18,0,0,6.91,44.8,6442.0,3.9,3.7,2.0,2.8,0.3507157062011914,0.287
STU_0066,high_performer,2023-11-10,11,0,0,7.24,73.6,3573.0,1.0,5.6,,2.73,0.6548283180699955,0.121
STU_0471,average,2023-09-01,1,0,0,6.41,55.8,3898.0,5.4,,2.5,0.0,0.6451656951852531,0.406
STU_0442,burnout_risk,2023-10-12,6,0,0,5.12,,,8.9,1.0,5.5,0.86,0.6056311462553914,0.589
STU_0149,average,2023-12-25,17,0,0,7.02,32.4,6090.0,3.9,4.4,4.3,1.64,0.5281061644423775,0.247
STU_0059,burnout_risk,2023-09-30,5,1,0,3.97,61.5,8288.0,8.7,1.0,,1.09,0.40148799579846617,0.597
STU_0144,average,2023-10-21,8,1,1,4.98,76.8,,6.3,3.4,3.6,0.36,0.46351023477179243,0.507
STU_0449,average,2023-10-31,9,0,0,7.21,47.4,7838.0,4.9,3.9,2.3,,0.4444852280766185,0.225
STU_0173,struggling,2023-11-27,13,0,0,6.09,32.9,7657.0,7.6,,4.2,1.05,0.4351564489949069,0.404
